customer_id,purchase_id,product_id,title_en,price,category_translated,sub_category_translated,brand_name,popularity_rank,is_discount,main_delivery_city
ST44412,5785,728,Instant noodles with chicken flavor HAO HAO 74g,0.69,grocery store,quick-cooking products,Hao Hao,4,1,Cesis
ST44412,5785,733,Instant noodles REEVA spicy chicken flavor 60g,0.45,grocery store,quick-cooking products,REEVA,9,1,Cesis
ST44412,5785,669,Crackers PETERGAILIS cheese 72g,0.59,grocery store,snacks,PĒTERGAILIS,8,1,Cesis
ST44412,5786,1,10 eggs laid in the barn.,1.79,dairy products and eggs,eggs,,2,1,Cesis
ST44412,5786,88,Milk LIMBAZI MILK 2.5% 0.5L,0.99,dairy products and eggs,milk,Limbažu piens,18,1,Cesis
ST44412,5786,368,White bread DRUVA Cloud bread 300g,0.74,bread and pastry products,bread,Druva,57,1,Cesis
ST44412,5786,699,Pasta WELL DONE Spaghetti No. 7 500g,0.89,grocery store,pasta,Well Done,13,1,Cesis
ST44412,5786,768,Rice EXTRA LINE 4x100g,0.66,grocery store,rice,Extra Line,2,1,Cesis
ST44412,5786,246,Dill 30g,0.79,fruits and vegetables,vegetables,,45,1,Cesis
ST44412,5786,171,Lemons WELL DONE 500g,0.99,fruits and vegetables,fruit,Well Done,16,1,Cesis
ST44412,5786,745,Oatmeal HERKULESS quick-cooking 450g,1.59,grocery store,cereal porridge and bars,Herkuless,8,1,Cesis
ST44412,5786,656,Tomato paste EXTRA LINE 180g,0.99,grocery store,tomato sauce,Extra Line,3,1,Cesis
ST44412,5786,625,Canned corn WELL DONE 340g,1.09,grocery store,cannel products,Well Done,2,1,Cesis
ST44412,5786,67,Butter FARM MILK 82% 180g,1.99,dairy products and eggs,butter margarine and fat,Farm Milk,2,1,Cesis
ST44412,5786,1052,Apple juice MIO&RIO 1L,1.1,drinks,juice nectars and juice drinks,,29,1,Cesis
ST44412,5786,728,Instant noodles with chicken flavor HAO HAO 74g,0.69,grocery store,quick-cooking products,Hao Hao,4,1,Cesis
ST44412,5786,577,Vegetable vinaigrette 200g,1.15,final fish and prepared cuisine,prepared dishes,Meistara Marka,7,1,Cesis
ST44412,5786,672,Cardboard plates LONGCHIPS creamed onions 75g,0.79,grocery store,snacks,LongChips,11,1,Cesis
ST44412,5786,597,Cabbage carrot salad 150g,0.99,final fish and prepared cuisine,prepared dishes,Meistara Marka,27,1,Cesis
ST44412,5786,595,Red bean salad with champagne. 200g,1.69,final fish and prepared cuisine,prepared dishes,Meistara Marka,25,1,Cesis
ST44412,5786,731,Chicken soup PODRAVKA with noodles 62g,0.53,grocery store,quick-cooking products,Podravka,7,1,Cesis
ST44412,5786,734,А/п mak.MAGGI with beef flavor 59.2g,0.49,grocery store,quick-cooking products,Maggi,10,1,Cesis
ST44412,5786,672,Cardboard plates LONGCHIPS creamed onions 75g,0.79,grocery store,snacks,LongChips,11,1,Cesis
ST44412,5787,5,Quail eggs WELL DONE 12 pcs.,1.45,dairy products and eggs,eggs,Well Done,6,1,Cesis
ST44412,5787,78,Milk WELL DONE 2.0% 1L,0.95,dairy products and eggs,milk,Well Done,8,1,Cesis
ST44412,5787,319,Bran bread MY BREAD 300g,0.49,bread and pastry products,bread,Mana maize,8,1,Cesis
ST44412,5787,694,Pasta EXTRA LINE Fusilli 400g,0.5,grocery store,pasta,Extra Line,8,1,Cesis
ST44412,5787,767,Basmati rice WELL DONE 4x100g,1.35,grocery store,rice,Well Done,1,1,Cesis
ST44412,5787,202,Carrots kg,0.69,fruits and vegetables,vegetables,,1,1,Cesis
ST44412,5787,166,Oranges large C1/2 kg,1.49,fruits and vegetables,fruit,,11,1,Cesis
ST44412,5787,742,Dry breakfast wheat with honey MIO&RIO 250g,0.98,grocery store,cereal porridge and bars,Mio & Rio,5,1,Cesis
ST44412,5787,658,Tomato paste WELL DONE 140g,1.29,grocery store,tomato sauce,Well Done,5,1,Cesis
ST44412,5787,628,Canned red beans EXTRA LINE 400g,0.89,grocery store,cannel products,Extra Line,5,1,Cesis
ST44412,5787,66,Butter VALMIERAS 82% 180 g,1.99,dairy products and eggs,butter margarine and fat,Valmiera,1,1,Cesis
ST44412,5787,1052,Apple juice MIO&RIO 1L,1.1,drinks,juice nectars and juice drinks,,29,1,Cesis
ST44412,5787,731,Chicken soup PODRAVKA with noodles 62g,0.53,grocery store,quick-cooking products,Podravka,7,1,Cesis
ST44412,5787,571,Pancakes with ham and cheese filling. 400g,3.69,final fish and prepared cuisine,prepared dishes,Meistara Marka,1,1,Cesis
ST44412,5787,672,Cardboard plates LONGCHIPS creamed onions 75g,0.79,grocery store,snacks,LongChips,11,1,Cesis
ST44412,5787,577,Vegetable vinaigrette 200g,1.15,final fish and prepared cuisine,prepared dishes,Meistara Marka,7,1,Cesis
ST44412,5787,571,Pancakes with ham and cheese filling. 400g,3.69,final fish and prepared cuisine,prepared dishes,Meistara Marka,1,1,Cesis
ST44412,5787,733,Instant noodles REEVA spicy chicken flavor 60g,0.45,grocery store,quick-cooking products,REEVA,9,1,Cesis
ST44412,5787,725,А/п mak.MAGGI with chicken flavor 59.2g,0.49,grocery store,quick-cooking products,,1,1,Cesis
ST44412,5787,664,Crackers PÉTERGAILIS cream onions 72g,0.59,grocery store,snacks,PĒTERGAILIS,3,1,Cesis
ST44413,6217,0,Eggs laid in the barn WELL DONE 10 pcs.,1.99,dairy products and eggs,eggs,Well Done,1,1,Jurmala
ST44413,6217,71,Milk FARM MILK 3.2% UHT 1l,0.99,dairy products and eggs,milk,Farm Milk,1,1,Jurmala
ST44413,6217,320,Shaped bread MY BREAD 600g,0.79,bread and pastry products,bread,Mana maize,9,1,Jurmala
ST44413,6217,689,Pasta EXTRA LINE Cornetti Rigati 400g,0.5,grocery store,pasta,Extra Line,3,1,Jurmala
ST44413,6217,767,Basmati rice WELL DONE 4x100g,1.35,grocery store,rice,Well Done,1,1,Jurmala
ST44413,6217,244,Beetroot boiled in straws 300g,0.89,fruits and vegetables,vegetables,Garīši,43,1,Jurmala
ST44413,6217,159,Avocado pcs.,0.79,fruits and vegetables,fruit,,4,1,Jurmala
ST44413,6217,745,Oatmeal HERKULESS quick-cooking 450g,1.59,grocery store,cereal porridge and bars,Herkuless,8,1,Jurmala
ST44413,6217,656,Tomato paste EXTRA LINE 180g,0.99,grocery store,tomato sauce,Extra Line,3,1,Jurmala
ST44413,6217,641,Baked beans in tom sauce WELL DONE 400g,1.08,grocery store,cannel products,Well Done,18,1,Jurmala
ST44413,6217,66,Butter VALMIERAS 82% 180 g,1.99,dairy products and eggs,butter margarine and fat,Valmiera,1,1,Jurmala
ST44413,6217,1042,Tomato juice MIO&RIO 1L,0.97,drinks,juice nectars and juice drinks,Gusta FIT,19,1,Jurmala
ST44413,6217,734,А/п mak.MAGGI with beef flavor 59.2g,0.49,grocery store,quick-cooking products,Maggi,10,1,Jurmala
ST44413,6217,597,Cabbage carrot salad 150g,0.99,final fish and prepared cuisine,prepared dishes,Meistara Marka,27,1,Jurmala
ST44413,6217,664,Crackers PÉTERGAILIS cream onions 72g,0.59,grocery store,snacks,PĒTERGAILIS,3,1,Jurmala
ST44413,6217,597,Cabbage carrot salad 150g,0.99,final fish and prepared cuisine,prepared dishes,Meistara Marka,27,1,Jurmala
ST44413,6217,577,Vegetable vinaigrette 200g,1.15,final fish and prepared cuisine,prepared dishes,Meistara Marka,7,1,Jurmala
ST44413,6217,734,А/п mak.MAGGI with beef flavor 59.2g,0.49,grocery store,quick-cooking products,Maggi,10,1,Jurmala
ST44413,6217,725,А/п mak.MAGGI with chicken flavor 59.2g,0.49,grocery store,quick-cooking products,,1,1,Jurmala
ST44413,6217,664,Crackers PÉTERGAILIS cream onions 72g,0.59,grocery store,snacks,PĒTERGAILIS,3,1,Jurmala
ST44413,6218,1,10 eggs laid in the barn.,1.79,dairy products and eggs,eggs,,2,1,Jurmala
ST44413,6218,72,Milk FARM MILK 2% UHT 1l,0.98,dairy products and eggs,milk,Farm Milk,2,1,Jurmala
ST44413,6218,336,White bread BREAKFAST sliced ​​300g,0.55,bread and pastry products,bread,Brokastu,25,1,Jurmala
ST44413,6218,689,Pasta EXTRA LINE Cornetti Rigati 400g,0.5,grocery store,pasta,Extra Line,3,1,Jurmala
ST44413,6218,767,Basmati rice WELL DONE 4x100g,1.35,grocery store,rice,Well Done,1,1,Jurmala
ST44413,6218,237,Garlic prepackaged 100g,0.99,fruits and vegetables,vegetables,,36,1,Jurmala
ST44413,6218,159,Avocado pcs.,0.79,fruits and vegetables,fruit,,4,1,Jurmala
ST44413,6218,745,Oatmeal HERKULESS quick-cooking 450g,1.59,grocery store,cereal porridge and bars,Herkuless,8,1,Jurmala
ST44413,6218,658,Tomato paste WELL DONE 140g,1.29,grocery store,tomato sauce,Well Done,5,1,Jurmala
ST44413,6218,627,Canned red beans WELL DONE 400g,0.89,grocery store,cannel products,Well Done,4,1,Jurmala
ST44413,6218,67,Butter FARM MILK 82% 180g,1.99,dairy products and eggs,butter margarine and fat,Farm Milk,2,1,Jurmala
ST44413,6218,1052,Apple juice MIO&RIO 1L,1.1,drinks,juice nectars and juice drinks,,29,1,Jurmala
ST44413,6218,728,Instant noodles with chicken flavor HAO HAO 74g,0.69,grocery store,quick-cooking products,Hao Hao,4,1,Jurmala
ST44413,6218,571,Pancakes with ham and cheese filling. 400g,3.69,final fish and prepared cuisine,prepared dishes,Meistara Marka,1,1,Jurmala
ST44413,6218,675,Crackers PETERGAILIS Classic 70g,0.99,grocery store,snacks,PĒTERGAILIS,14,1,Jurmala
ST44413,6218,577,Vegetable vinaigrette 200g,1.15,final fish and prepared cuisine,prepared dishes,Meistara Marka,7,1,Jurmala
ST44413,6218,581,Rasol with sausage 200g,1.19,final fish and prepared cuisine,prepared dishes,Meistara Marka,11,1,Jurmala
ST44413,6218,728,Instant noodles with chicken flavor HAO HAO 74g,0.69,grocery store,quick-cooking products,Hao Hao,4,1,Jurmala
ST44413,6218,734,А/п mak.MAGGI with beef flavor 59.2g,0.49,grocery store,quick-cooking products,Maggi,10,1,Jurmala
ST44413,6218,675,Crackers PETERGAILIS Classic 70g,0.99,grocery store,snacks,PĒTERGAILIS,14,1,Jurmala
ST44413,6219,1,10 eggs laid in the barn.,1.79,dairy products and eggs,eggs,,2,1,Jurmala
ST44413,6219,78,Milk WELL DONE 2.0% 1L,0.95,dairy products and eggs,milk,Well Done,8,1,Jurmala
ST44413,6219,334,Toaster bread DELICIOUS MINI 240g,0.89,bread and pastry products,bread,Fazer,23,1,Jurmala
ST44413,6219,700,Pasta Penne Rigati WELL DONE 500g,0.89,grocery store,pasta,Well Done,14,1,Jurmala
ST44413,6219,768,Rice EXTRA LINE 4x100g,0.66,grocery store,rice,Extra Line,2,1,Jurmala
ST44413,6219,218,Beet kg,0.69,fruits and vegetables,vegetables,,17,1,Jurmala
ST44413,6219,166,Oranges large C1/2 kg,1.49,fruits and vegetables,fruit,,11,1,Jurmala
ST44413,6219,742,Dry breakfast wheat with honey MIO&RIO 250g,0.98,grocery store,cereal porridge and bars,Mio & Rio,5,1,Jurmala
ST44413,6219,656,Tomato paste EXTRA LINE 180g,0.99,grocery store,tomato sauce,Extra Line,3,1,Jurmala
ST44413,6219,641,Baked beans in tom sauce WELL DONE 400g,1.08,grocery store,cannel products,Well Done,18,1,Jurmala
ST44413,6219,66,Butter VALMIERAS 82% 180 g,1.99,dairy products and eggs,butter margarine and fat,Valmiera,1,1,Jurmala
ST44413,6219,1033,Juice drink ZOO MINION multi-fruit 0.2L,0.54,drinks,juice nectars and juice drinks,Cido,10,1,Jurmala
ST44413,6219,728,Instant noodles with chicken flavor HAO HAO 74g,0.69,grocery store,quick-cooking products,Hao Hao,4,1,Jurmala
ST44413,6219,571,Pancakes with ham and cheese filling. 400g,3.69,final fish and prepared cuisine,prepared dishes,Meistara Marka,1,1,Jurmala
ST44413,6219,669,Crackers PETERGAILIS cheese 72g,0.59,grocery store,snacks,PĒTERGAILIS,8,1,Jurmala
ST44413,6219,581,Rasol with sausage 200g,1.19,final fish and prepared cuisine,prepared dishes,Meistara Marka,11,1,Jurmala
ST44413,6219,577,Vegetable vinaigrette 200g,1.15,final fish and prepared cuisine,prepared dishes,Meistara Marka,7,1,Jurmala
ST44413,6219,725,А/п mak.MAGGI with chicken flavor 59.2g,0.49,grocery store,quick-cooking products,,1,1,Jurmala
ST44413,6219,736,Ramen soup OYAKATA Miso 89g,1.35,grocery store,quick-cooking products,Oyakata,12,1,Jurmala
ST44413,6219,672,Cardboard plates LONGCHIPS creamed onions 75g,0.79,grocery store,snacks,LongChips,11,1,Jurmala
ST44413,6220,5,Quail eggs WELL DONE 12 pcs.,1.45,dairy products and eggs,eggs,Well Done,6,1,Jurmala
ST44413,6220,88,Milk LIMBAZI MILK 2.5% 0.5L,0.99,dairy products and eggs,milk,Limbažu piens,18,1,Jurmala
ST44413,6220,334,Toaster bread DELICIOUS MINI 240g,0.89,bread and pastry products,bread,Fazer,23,1,Jurmala
ST44413,6220,689,Pasta EXTRA LINE Cornetti Rigati 400g,0.5,grocery store,pasta,Extra Line,3,1,Jurmala
ST44413,6220,767,Basmati rice WELL DONE 4x100g,1.35,grocery store,rice,Well Done,1,1,Jurmala
ST44413,6220,256,Radishes in a bundle with leaves pcs.,0.79,fruits and vegetables,vegetables,,55,1,Jurmala
ST44413,6220,166,Oranges large C1/2 kg,1.49,fruits and vegetables,fruit,,11,1,Jurmala
ST44413,6220,745,Oatmeal HERKULESS quick-cooking 450g,1.59,grocery store,cereal porridge and bars,Herkuless,8,1,Jurmala
ST44413,6220,656,Tomato paste EXTRA LINE 180g,0.99,grocery store,tomato sauce,Extra Line,3,1,Jurmala
ST44413,6220,641,Baked beans in tom sauce WELL DONE 400g,1.08,grocery store,cannel products,Well Done,18,1,Jurmala
ST44413,6220,67,Butter FARM MILK 82% 180g,1.99,dairy products and eggs,butter margarine and fat,Farm Milk,2,1,Jurmala
ST44413,6220,1026,Juice drink MIO&RIO pers. grape 0.2L,0.29,drinks,juice nectars and juice drinks,Dino Maxima,3,1,Jurmala
ST44413,6220,736,Ramen soup OYAKATA Miso 89g,1.35,grocery store,quick-cooking products,Oyakata,12,1,Jurmala
ST44413,6220,571,Pancakes with ham and cheese filling. 400g,3.69,final fish and prepared cuisine,prepared dishes,Meistara Marka,1,1,Jurmala
ST44413,6220,669,Crackers PETERGAILIS cheese 72g,0.59,grocery store,snacks,PĒTERGAILIS,8,1,Jurmala
ST44413,6220,595,Red bean salad with champagne. 200g,1.69,final fish and prepared cuisine,prepared dishes,Meistara Marka,25,1,Jurmala
ST44413,6220,577,Vegetable vinaigrette 200g,1.15,final fish and prepared cuisine,prepared dishes,Meistara Marka,7,1,Jurmala
ST44413,6220,733,Instant noodles REEVA spicy chicken flavor 60g,0.45,grocery store,quick-cooking products,REEVA,9,1,Jurmala
ST44413,6220,736,Ramen soup OYAKATA Miso 89g,1.35,grocery store,quick-cooking products,Oyakata,12,1,Jurmala
ST44413,6220,672,Cardboard plates LONGCHIPS creamed onions 75g,0.79,grocery store,snacks,LongChips,11,1,Jurmala
ST44413,6221,0,Eggs laid in the barn WELL DONE 10 pcs.,1.99,dairy products and eggs,eggs,Well Done,1,1,Jurmala
ST44413,6221,81,Milk FARM MILK 2% 1l in film,0.75,dairy products and eggs,milk,Farm Milk,11,1,Jurmala
ST44413,6221,397,Rye mold bread Slavic DONA side 270g,0.75,bread and pastry products,bread,Dona,86,1,Jurmala
ST44413,6221,689,Pasta EXTRA LINE Cornetti Rigati 400g,0.5,grocery store,pasta,Extra Line,3,1,Jurmala
ST44413,6221,767,Basmati rice WELL DONE 4x100g,1.35,grocery store,rice,Well Done,1,1,Jurmala
ST44413,6221,225,Red onions kg,0.99,fruits and vegetables,vegetables,,24,1,Jurmala
ST44413,6221,166,Oranges large C1/2 kg,1.49,fruits and vegetables,fruit,,11,1,Jurmala
ST44413,6221,742,Dry breakfast wheat with honey MIO&RIO 250g,0.98,grocery store,cereal porridge and bars,Mio & Rio,5,1,Jurmala
ST44413,6221,654,Tomato sauce SPILVA 380g,1.19,grocery store,tomato sauce,Spilva,1,1,Jurmala
ST44413,6221,633,Canned chickpeas EXTRA LINE 330 g,0.8,grocery store,cannel products,Extra Line,10,1,Jurmala
ST44413,6221,67,Butter FARM MILK 82% 180g,1.99,dairy products and eggs,butter margarine and fat,Farm Milk,2,1,Jurmala
ST44413,6221,1042,Tomato juice MIO&RIO 1L,0.97,drinks,juice nectars and juice drinks,Gusta FIT,19,1,Jurmala
ST44413,6221,731,Chicken soup PODRAVKA with noodles 62g,0.53,grocery store,quick-cooking products,Podravka,7,1,Jurmala
ST44413,6221,577,Vegetable vinaigrette 200g,1.15,final fish and prepared cuisine,prepared dishes,Meistara Marka,7,1,Jurmala
ST44413,6221,669,Crackers PETERGAILIS cheese 72g,0.59,grocery store,snacks,PĒTERGAILIS,8,1,Jurmala
ST44413,6221,595,Red bean salad with champagne. 200g,1.69,final fish and prepared cuisine,prepared dishes,Meistara Marka,25,1,Jurmala
ST44413,6221,577,Vegetable vinaigrette 200g,1.15,final fish and prepared cuisine,prepared dishes,Meistara Marka,7,1,Jurmala
ST44413,6221,728,Instant noodles with chicken flavor HAO HAO 74g,0.69,grocery store,quick-cooking products,Hao Hao,4,1,Jurmala
ST44413,6221,725,А/п mak.MAGGI with chicken flavor 59.2g,0.49,grocery store,quick-cooking products,,1,1,Jurmala
ST44413,6221,674,Card plates LONGCHIPS with cheese 75g,0.79,grocery store,snacks,LongChips,13,1,Jurmala
ST44413,6222,1,10 eggs laid in the barn.,1.79,dairy products and eggs,eggs,,2,1,Jurmala
ST44413,6222,88,Milk LIMBAZI MILK 2.5% 0.5L,0.99,dairy products and eggs,milk,Limbažu piens,18,1,Jurmala
ST44413,6222,334,Toaster bread DELICIOUS MINI 240g,0.89,bread and pastry products,bread,Fazer,23,1,Jurmala
ST44413,6222,694,Pasta EXTRA LINE Fusilli 400g,0.5,grocery store,pasta,Extra Line,8,1,Jurmala
ST44413,6222,767,Basmati rice WELL DONE 4x100g,1.35,grocery store,rice,Well Done,1,1,Jurmala
ST44413,6222,218,Beet kg,0.69,fruits and vegetables,vegetables,,17,1,Jurmala
ST44413,6222,159,Avocado pcs.,0.79,fruits and vegetables,fruit,,4,1,Jurmala
ST44413,6222,745,Oatmeal HERKULESS quick-cooking 450g,1.59,grocery store,cereal porridge and bars,Herkuless,8,1,Jurmala
ST44413,6222,658,Tomato paste WELL DONE 140g,1.29,grocery store,tomato sauce,Well Done,5,1,Jurmala
ST44413,6222,625,Canned corn WELL DONE 340g,1.09,grocery store,cannel products,Well Done,2,1,Jurmala
ST44413,6222,67,Butter FARM MILK 82% 180g,1.99,dairy products and eggs,butter margarine and fat,Farm Milk,2,1,Jurmala
ST44413,6222,1052,Apple juice MIO&RIO 1L,1.1,drinks,juice nectars and juice drinks,,29,1,Jurmala
ST44413,6222,731,Chicken soup PODRAVKA with noodles 62g,0.53,grocery store,quick-cooking products,Podravka,7,1,Jurmala
ST44413,6222,595,Red bean salad with champagne. 200g,1.69,final fish and prepared cuisine,prepared dishes,Meistara Marka,25,1,Jurmala
ST44413,6222,664,Crackers PÉTERGAILIS cream onions 72g,0.59,grocery store,snacks,PĒTERGAILIS,3,1,Jurmala
ST44413,6222,577,Vegetable vinaigrette 200g,1.15,final fish and prepared cuisine,prepared dishes,Meistara Marka,7,1,Jurmala
ST44413,6222,581,Rasol with sausage 200g,1.19,final fish and prepared cuisine,prepared dishes,Meistara Marka,11,1,Jurmala
ST44413,6222,734,А/п mak.MAGGI with beef flavor 59.2g,0.49,grocery store,quick-cooking products,Maggi,10,1,Jurmala
ST44413,6222,730,Instant noodles REEVA with cheese and bacon 60g,0.45,grocery store,quick-cooking products,REEVA,6,1,Jurmala
ST44413,6222,669,Crackers PETERGAILIS cheese 72g,0.59,grocery store,snacks,PĒTERGAILIS,8,1,Jurmala
ST44413,6223,0,Eggs laid in the barn WELL DONE 10 pcs.,1.99,dairy products and eggs,eggs,Well Done,1,1,Jurmala
ST44413,6223,88,Milk LIMBAZI MILK 2.5% 0.5L,0.99,dairy products and eggs,milk,Limbažu piens,18,1,Jurmala
ST44413,6223,315,White bread MY BREAD 300g,0.39,bread and pastry products,bread,Mana maize,4,1,Jurmala
ST44413,6223,697,Pasta EXTRA LINE Vermicelli 400g,0.5,grocery store,pasta,Extra Line,11,1,Jurmala
ST44413,6223,768,Rice EXTRA LINE 4x100g,0.66,grocery store,rice,Extra Line,2,1,Jurmala
ST44413,6223,227,Onions 50g,0.69,fruits and vegetables,vegetables,,26,1,Jurmala
ST44413,6223,162,Pears CONFERENCE large kg,1.49,fruits and vegetables,fruit,,7,1,Jurmala
ST44413,6223,745,Oatmeal HERKULESS quick-cooking 450g,1.59,grocery store,cereal porridge and bars,Herkuless,8,1,Jurmala
ST44413,6223,654,Tomato sauce SPILVA 380g,1.19,grocery store,tomato sauce,Spilva,1,1,Jurmala
ST44413,6223,627,Canned red beans WELL DONE 400g,0.89,grocery store,cannel products,Well Done,4,1,Jurmala
ST44413,6223,67,Butter FARM MILK 82% 180g,1.99,dairy products and eggs,butter margarine and fat,Farm Milk,2,1,Jurmala
ST44413,6223,1052,Apple juice MIO&RIO 1L,1.1,drinks,juice nectars and juice drinks,,29,1,Jurmala
ST44413,6223,729,А/p noodles REEVA with chicken flavor 60g,0.45,grocery store,quick-cooking products,REEVA,5,1,Jurmala
ST44413,6223,597,Cabbage carrot salad 150g,0.99,final fish and prepared cuisine,prepared dishes,Meistara Marka,27,1,Jurmala
ST44413,6223,669,Crackers PETERGAILIS cheese 72g,0.59,grocery store,snacks,PĒTERGAILIS,8,1,Jurmala
ST44413,6223,577,Vegetable vinaigrette 200g,1.15,final fish and prepared cuisine,prepared dishes,Meistara Marka,7,1,Jurmala
ST44413,6223,571,Pancakes with ham and cheese filling. 400g,3.69,final fish and prepared cuisine,prepared dishes,Meistara Marka,1,1,Jurmala
ST44413,6223,731,Chicken soup PODRAVKA with noodles 62g,0.53,grocery store,quick-cooking products,Podravka,7,1,Jurmala
ST44413,6223,725,А/п mak.MAGGI with chicken flavor 59.2g,0.49,grocery store,quick-cooking products,,1,1,Jurmala
ST44413,6223,669,Crackers PETERGAILIS cheese 72g,0.59,grocery store,snacks,PĒTERGAILIS,8,1,Jurmala
ST44413,6224,5,Quail eggs WELL DONE 12 pcs.,1.45,dairy products and eggs,eggs,Well Done,6,1,Jurmala
ST44413,6224,88,Milk LIMBAZI MILK 2.5% 0.5L,0.99,dairy products and eggs,milk,Limbažu piens,18,1,Jurmala
ST44413,6224,320,Shaped bread MY BREAD 600g,0.79,bread and pastry products,bread,Mana maize,9,1,Jurmala
ST44413,6224,694,Pasta EXTRA LINE Fusilli 400g,0.5,grocery store,pasta,Extra Line,8,1,Jurmala
ST44413,6224,767,Basmati rice WELL DONE 4x100g,1.35,grocery store,rice,Well Done,1,1,Jurmala
ST44413,6224,237,Garlic prepackaged 100g,0.99,fruits and vegetables,vegetables,,36,1,Jurmala
ST44413,6224,162,Pears CONFERENCE large kg,1.49,fruits and vegetables,fruit,,7,1,Jurmala
ST44413,6224,745,Oatmeal HERKULESS quick-cooking 450g,1.59,grocery store,cereal porridge and bars,Herkuless,8,1,Jurmala
ST44413,6224,654,Tomato sauce SPILVA 380g,1.19,grocery store,tomato sauce,Spilva,1,1,Jurmala
ST44413,6224,628,Canned red beans EXTRA LINE 400g,0.89,grocery store,cannel products,Extra Line,5,1,Jurmala
ST44413,6224,67,Butter FARM MILK 82% 180g,1.99,dairy products and eggs,butter margarine and fat,Farm Milk,2,1,Jurmala
ST44413,6224,1026,Juice drink MIO&RIO pers. grape 0.2L,0.29,drinks,juice nectars and juice drinks,Dino Maxima,3,1,Jurmala
ST44413,6224,728,Instant noodles with chicken flavor HAO HAO 74g,0.69,grocery store,quick-cooking products,Hao Hao,4,1,Jurmala
ST44413,6224,577,Vegetable vinaigrette 200g,1.15,final fish and prepared cuisine,prepared dishes,Meistara Marka,7,1,Jurmala
ST44413,6224,674,Card plates LONGCHIPS with cheese 75g,0.79,grocery store,snacks,LongChips,13,1,Jurmala
ST44413,6224,595,Red bean salad with champagne. 200g,1.69,final fish and prepared cuisine,prepared dishes,Meistara Marka,25,1,Jurmala
ST44413,6224,571,Pancakes with ham and cheese filling. 400g,3.69,final fish and prepared cuisine,prepared dishes,Meistara Marka,1,1,Jurmala
ST44413,6224,728,Instant noodles with chicken flavor HAO HAO 74g,0.69,grocery store,quick-cooking products,Hao Hao,4,1,Jurmala
ST44413,6224,729,А/p noodles REEVA with chicken flavor 60g,0.45,grocery store,quick-cooking products,REEVA,5,1,Jurmala
ST44413,6224,674,Card plates LONGCHIPS with cheese 75g,0.79,grocery store,snacks,LongChips,13,1,Jurmala
ST44413,6225,0,Eggs laid in the barn WELL DONE 10 pcs.,1.99,dairy products and eggs,eggs,Well Done,1,1,Jurmala
ST44413,6225,88,Milk LIMBAZI MILK 2.5% 0.5L,0.99,dairy products and eggs,milk,Limbažu piens,18,1,Jurmala
ST44413,6225,314,Toast bread MY BREAD 500g,0.89,bread and pastry products,bread,Mana maize,3,1,Jurmala
ST44413,6225,689,Pasta EXTRA LINE Cornetti Rigati 400g,0.5,grocery store,pasta,Extra Line,3,1,Jurmala
ST44413,6225,767,Basmati rice WELL DONE 4x100g,1.35,grocery store,rice,Well Done,1,1,Jurmala
ST44413,6225,204,Onions 45+ kg,0.39,fruits and vegetables,vegetables,,3,1,Jurmala
ST44413,6225,159,Avocado pcs.,0.79,fruits and vegetables,fruit,,4,1,Jurmala
ST44413,6225,742,Dry breakfast wheat with honey MIO&RIO 250g,0.98,grocery store,cereal porridge and bars,Mio & Rio,5,1,Jurmala
ST44413,6225,656,Tomato paste EXTRA LINE 180g,0.99,grocery store,tomato sauce,Extra Line,3,1,Jurmala
ST44413,6225,641,Baked beans in tom sauce WELL DONE 400g,1.08,grocery store,cannel products,Well Done,18,1,Jurmala
ST44413,6225,67,Butter FARM MILK 82% 180g,1.99,dairy products and eggs,butter margarine and fat,Farm Milk,2,1,Jurmala
ST44413,6225,1038,Juice drink ZOO MINION raspberry 0.2L,0.54,drinks,juice nectars and juice drinks,Cido,15,1,Jurmala
ST44413,6225,736,Ramen soup OYAKATA Miso 89g,1.35,grocery store,quick-cooking products,Oyakata,12,1,Jurmala
ST44413,6225,577,Vegetable vinaigrette 200g,1.15,final fish and prepared cuisine,prepared dishes,Meistara Marka,7,1,Jurmala
ST44413,6225,674,Card plates LONGCHIPS with cheese 75g,0.79,grocery store,snacks,LongChips,13,1,Jurmala
ST44413,6225,597,Cabbage carrot salad 150g,0.99,final fish and prepared cuisine,prepared dishes,Meistara Marka,27,1,Jurmala
ST44413,6225,581,Rasol with sausage 200g,1.19,final fish and prepared cuisine,prepared dishes,Meistara Marka,11,1,Jurmala
ST44413,6225,733,Instant noodles REEVA spicy chicken flavor 60g,0.45,grocery store,quick-cooking products,REEVA,9,1,Jurmala
ST44413,6225,731,Chicken soup PODRAVKA with noodles 62g,0.53,grocery store,quick-cooking products,Podravka,7,1,Jurmala
ST44413,6225,672,Cardboard plates LONGCHIPS creamed onions 75g,0.79,grocery store,snacks,LongChips,11,1,Jurmala
ST44413,6226,1,10 eggs laid in the barn.,1.79,dairy products and eggs,eggs,,2,1,Jurmala
ST44413,6226,72,Milk FARM MILK 2% UHT 1l,0.98,dairy products and eggs,milk,Farm Milk,2,1,Jurmala
ST44413,6226,320,Shaped bread MY BREAD 600g,0.79,bread and pastry products,bread,Mana maize,9,1,Jurmala
ST44413,6226,689,Pasta EXTRA LINE Cornetti Rigati 400g,0.5,grocery store,pasta,Extra Line,3,1,Jurmala
